ISO3,Year,Health_Expenditure,Education_Expenditure,Dependency_Ratio,Dependency_Ratio_Old,Dependency_Ratio_Young,Life_Expectancy,Mortality_Rate,average_schooling,learning_scores,GDP_percapita,trade_gdp,gov_consumption_gdp,Population,income_level,Region
KGZ,2005,7.45010662,4.87383985519409,60.1019662934415,8.60616604565845,51.4958002477831,67.9560975609756,34.1,10.632,420.0,476.548239793618,95.0840046303638,17.5098514160667,5162639.5,Lower middle income,Europe & Central Asia
KGZ,2004,6.20281315,4.62243986129761,61.5008882259052,8.71622487380548,52.7846633520997,68.1536585365854,35.7,10.575,420.0,433.233915720699,93.8157321567302,18.1726261702351,5104712.5,Lower middle income,Europe & Central Asia
KGZ,2003,5.82382107,4.47541999816895,62.9832482972312,8.78779280577771,54.1954554914535,68.2560975609756,37.5,10.518,420.0,380.505828812441,83.9327828079655,16.831005563279,5043308.0,Lower middle income,Europe & Central Asia
KGZ,2002,4.59219551,4.44545984268188,64.629398596988,8.85013844731844,55.7792601496696,68.1560975609756,39.5,10.4609995,420.0,321.726775366804,82.9207290212667,18.6192063348849,4990704.0,Lower middle income,Europe & Central Asia
KGZ,2001,4.27703238,3.85418009757996,66.4224942005393,8.9197101565358,57.5027840440035,68.7073170731707,41.7,10.404,420.0,308.411326685178,73.7469123687968,17.4757557506074,4945072.5,Lower middle income,Europe & Central Asia
KGZ,2000,4.41414976,3.50838994979858,68.2006776290059,9.01063898828829,59.1900386407176,68.5585365853659,44.0,10.347,420.0,279.621767006739,89.4309316270309,20.0414029257456,4898361.5,Lower middle income,Europe & Central Asia
LBN,2022,5.73500204,1.66996812820435,57.9749956549574,15.0288972831934,42.946098371764,78.003,15.1,10.37,389.88904,3654.35845534878,114.888278265666,3.62532508452807,5744489.0,Lower middle income,Middle East & North Africa
LBN,2021,4.85634661,1.66996812820435,58.4888831484012,14.7465520811131,43.7423310672882,73.65,14.3,10.37,389.88904,4045.37391066234,78.8286204025241,2.36013682064937,5718122.0,Lower middle income,Middle East & North Africa
LBN,2020,7.57650805,1.66996812820435,58.9073887057113,14.4982421644228,44.4091465412885,76.299,13.5,10.37,389.88904,5561.19166950397,50.1298042879627,9.13975488671309,5702398.0,Lower middle income,Middle East & North Africa
LBN,2019,8.6936779,2.60026550292969,57.947939773335,13.867380966529,44.0805588068059,78.208,12.8,10.37,404.93033,8905.88005497437,62.98091601016,15.6297834775773,5794594.0,Lower middle income,Middle East & North Africa
LBN,2018,8.07092381,2.52722072601318,55.7444457284083,12.9736395274874,42.7708062009209,78.263,12.3,10.37,404.93033,9174.53666204759,68.2573073043718,15.3368530010403,5984119.0,Lower middle income,Middle East & North Africa
LBN,2017,7.80396605,2.13748621940613,53.3592312481811,12.0343397986007,41.3248914495803,78.192,11.8,10.158182,405.0,8608.21084982387,68.4554292593276,13.2087179804347,6160128.0,Lower middle income,Middle East & North Africa
LBN,2016,7.92386055,2.12633323669434,50.8721295078079,11.0557226594283,39.8164068483796,78.306,11.4,9.946363,427.67188,8089.012088155,67.7236177908116,12.9841490908637,6323060.0,Lower middle income,Middle East & North Africa
LBN,2015,7.41596651,2.43396997451782,48.3364582108649,10.071433302371,38.2650249084939,78.275,11.2,9.734546,427.67188,7714.1099998804,71.8390426347811,12.5317444279389,6472469.0,Lower middle income,Middle East & North Africa
LBN,2014,7.52181005,2.43396997451782,47.0775839655263,9.47028805195901,37.6072959135673,78.148,11.0,9.522727,427.67188,7577.6413302369,79.8171565925627,12.7459654094194,6346990.0,Lower middle income,Middle East & North Africa
LBN,2013,7.06742191,2.43396997451782,47.0908167543263,9.24453099569825,37.846285758628,78.037,10.9,9.310909,427.67188,8162.37929361396,86.1743285920565,12.9273362789226,5743436.0,Lower middle income,Middle East & North Africa
LBN,2012,7.00420094,2.14902997016907,47.2064672833187,9.05581048675849,38.1506567965602,77.941,10.9,9.099091,427.67188,8406.98405608118,88.5455019230591,13.6696239596325,5235742.0,Lower middle income,Middle East & North Africa
LBN,2011,8.17744446,1.65251994132996,47.448365777061,8.90731215015141,38.5410536269096,77.768,11.0,8.887273,427.67188,7834.96257108993,102.139882412503,12.5687445905327,5096020.0,Lower middle income,Middle East & North Africa
LBN,2010,7.43864489,1.61330997943878,47.8285896594537,8.78742347281383,39.0411661866398,77.529,11.1,8.675454,427.67188,7625.81051551165,95.0966529416243,12.2198707797911,5041288.0,Lower middle income,Middle East & North Africa
LBN,2009,7.0073576,1.76570999622345,48.410961681442,8.693996451066,39.716965230376,77.262,11.4,8.463636,427.67188,7090.85493856621,90.3978388619092,12.9089143204176,4992287.0,Lower middle income,Middle East & North Africa
LBN,2008,7.81751728,2.01479005813599,49.2286418412491,8.62294738258141,40.6056944586677,76.956,11.7,8.251818,427.67188,5912.04532820842,106.625673176194,13.3991719116945,4925354.0,Lower middle income,Middle East & North Africa
LBN,2007,8.55984211,2.58357000350952,50.2284073633696,8.56619099631509,41.6622163670545,76.732,12.2,8.04,427.67188,5125.25809960149,97.9677079660494,13.7245549309098,4844118.0,Lower middle income,Middle East & North Africa
LBN,2006,8.66057873,2.77975988388062,51.3597781181586,8.51690746767727,42.8428706504813,75.677,12.7,7.8434567,427.67188,4635.2514117486,91.0693970298409,14.5255421585142,4751136.0,Lower middle income,Middle East & North Africa
LBN,2005,7.54867649,2.64618992805481,52.612987012987,8.47057093849547,44.1424160744915,76.074,13.4,7.6517177,427.67188,4602.19804637945,92.762656272585,14.5411459288452,4671102.0,Lower middle income,Middle East & North Africa
LBN,2004,7.99923086,2.64094996452332,53.9483576152468,8.42249792973899,45.5258596855078,75.693,14.1,7.6517177,427.67188,4600.68371412993,90.9727970270956,14.4495447023183,4599279.0,Lower middle income,Middle East & North Africa
LBN,2003,8.67109871,2.55271005630493,55.2520770567648,8.36239623292676,46.889680823838,75.275,14.9,7.6517177,427.67188,4437.71588507526,54.0908340214699,16.6341866226259,4525508.0,Lower middle income,Middle East & North Africa
LBN,2002,9.28233719,2.55271005630493,56.4676448617067,8.28606473446446,48.1815801272422,74.836,15.7,7.6517177,427.67188,4290.85283803266,51.0425325574951,17.1030756442228,4463504.0,Lower middle income,Middle East & North Africa
LBN,2001,10.56254768,2.84148001670837,57.6232604989539,8.20307926105469,49.4201812378992,74.354,16.6,7.6517177,427.67188,4009.55929751102,55.5568083587026,17.596873003345,4401918.0,Lower middle income,Middle East & North Africa
LBN,2000,10.82951355,2.84148001670837,58.7751108294532,8.11875254885738,50.6563582805958,73.895,17.6,7.6517177,427.67188,3986.83513941026,50.1152959262106,17.2674865488086,4329340.0,Lower middle income,Middle East & North Africa
MYS,2022,3.90591931,3.49933791160583,42.8965624836029,10.2680313372086,32.6285311463943,75.444,6.7,11.09,445.67532,11748.0919307944,146.505418280787,11.5877018266733,34695493.0,Upper middle income,East Asia & Pacific
MYS,2021,4.37382412,4.26109409332275,43.5789018280947,9.99108976843659,33.5878120596581,73.917,6.7,10.943334,445.67532,10903.1116425938,134.035994690727,12.6368812579757,34282399.0,Upper middle income,East Asia & Pacific
MYS,2020,4.08254337,4.51888704299927,44.2708649510882,9.70208039682881,34.5687845542594,76.057,6.7,10.796666,445.67532,9957.52626697613,116.788182437638,12.9622736088155,33889558.0,Upper middle income,East Asia & Pacific
MYS,2019,3.83991051,3.97953963279724,44.8360877975172,9.38874110057873,35.4473466969385,75.9,6.7,10.65,468.06763,10920.191763972,123.028562027943,11.653100184343,33440596.0,Upper middle income,East Asia & Pacific
MYS,2018,3.75944281,4.13194847106934,45.227518847802,9.10098778725884,36.1265310605432,75.734,6.7,10.556666,468.06763,10901.8019954421,130.402625502126,11.9694462955517,32910967.0,Upper middle income,East Asia & Pacific
MYS,2017,3.71472311,4.18488502502441,45.4951518994463,8.82444820302562,36.6707036964206,75.542,6.7,10.463333,468.0,9862.54806612235,133.155173371956,12.1925918694431,32355644.0,Upper middle income,East Asia & Pacific
MYS,2016,3.70085335,4.34598445892334,45.7340885358718,8.56906594388444,37.1650225919874,75.371,6.7,10.37,427.31702,9476.53409809923,126.8990100257,12.5648977951943,31789685.0,Upper middle income,East Asia & Pacific
MYS,2015,3.82201481,4.70381021499634,46.0390855919982,8.33660718986588,37.7024784021323,75.288,6.6,10.258333,427.31702,9648.6797937523,131.37007244526,13.0865607985559,31232798.0,Upper middle income,East Asia & Pacific
MYS,2014,3.71036959,5.02935981750488,46.452998725794,8.12088177327187,38.3321169525221,75.345,6.6,10.146667,427.31702,11013.3107334403,138.312231176843,13.3287480692634,30696137.0,Upper middle income,East Asia & Pacific
MYS,2013,3.51276922,5.48120021820068,46.9575013879116,7.9189400178165,39.0385613700951,75.464,6.5,10.035,427.31702,10713.6407638899,142.720991464873,13.7154015161779,30174265.0,Upper middle income,East Asia & Pacific
MYS,2012,3.45786357,5.73902988433838,47.5176972010419,7.72818973082431,39.7895074702176,75.552,6.5,9.923333,427.31702,10600.5744240026,147.841754766013,13.842133658412,29662831.0,Upper middle income,East Asia & Pacific
MYS,2011,3.31451917,5.76293992996216,48.1465198770693,7.54699919612253,40.5995206809468,75.488,6.5,9.8116665,427.31702,10217.1068585031,154.937684607226,13.2706614765507,29162039.0,Upper middle income,East Asia & Pacific
MYS,2010,3.16474271,4.96645021438599,49.0080301479463,7.37395837601609,41.6340717719302,75.376,6.5,9.7,427.31702,8899.34505544675,157.944764886771,12.581169028796,28655776.0,Upper middle income,East Asia & Pacific
MYS,2009,3.2610569,5.97418022155762,50.217187727247,7.21471741613929,43.0024703111077,75.269,6.5,9.56,427.31702,7191.43287234626,162.558970452699,13.0484795688336,28124778.0,Upper middle income,East Asia & Pacific
MYS,2008,3.00692558,3.95851993560791,51.5703106887847,7.07626774109647,44.4940429476882,75.151,6.5,9.0675,427.31702,8371.82156086005,176.668324785148,11.5047879794636,27570059.0,Upper middle income,East Asia & Pacific
MYS,2007,3.07041144,4.37253999710083,52.8774181200561,6.95222097427797,45.9251971457782,74.961,6.5,8.575,427.31702,7168.93031942508,192.465506357652,11.5668680674542,26998389.0,Upper middle income,East Asia & Pacific
MYS,2006,3.10897732,4.48576021194458,54.1658567260995,6.8376568646497,47.3281998614498,74.697,6.5,8.0825,427.31702,6158.40785533236,202.577146840398,11.1676921633288,26417909.0,Upper middle income,East Asia & Pacific
MYS,2005,2.78692698,5.92389011383057,55.4857254554276,6.73303819452176,48.7526872609058,74.37,6.5,7.59,427.31702,5555.58179951206,203.854644595624,11.4736063637601,25836071.0,Upper middle income,East Asia & Pacific
MYS,2004,2.86016941,5.92389011383057,56.8082475537643,6.63295500009065,50.1752925536736,74.027,6.6,7.756,427.31702,4939.24851854427,210.374265897124,12.579949709734,25256772.0,Upper middle income,East Asia & Pacific
MYS,2003,2.92417073,7.50288009643555,58.0535975543566,6.52795553934576,51.5256420150109,73.727,6.7,7.922,427.31702,4465.32194567208,194.195129056831,12.9680086157285,24679602.0,Upper middle income,East Asia & Pacific
MYS,2002,2.66876554,7.65792989730835,59.1995253303348,6.41747918333356,52.7820461470012,73.469,6.9,8.088,427.31702,4184.03163773539,199.356232695655,12.95780675499,24102477.0,Upper middle income,East Asia & Pacific
MYS,2001,2.6753974,7.48446989059448,60.2988538546068,6.32047919310318,53.9783746615037,73.08,7.2,8.254,427.31702,3943.79943910239,203.364636010653,12.0392876490092,23526538.0,Upper middle income,East Asia & Pacific
MYS,2000,2.51463366,5.9716100692749,61.4063888151392,6.2568245835537,55.1495642315854,72.732,7.7,8.42,427.31702,4083.52874483605,220.406788982074,10.1652352266127,22967816.0,Upper middle income,East Asia & Pacific
MEX,2022,5.72145176,4.24952983856201,49.3799037503831,11.5698766771657,37.8100270732173,73.973,11.1,9.349511,430.06512,11385.4070757929,88.3870894769952,11.0923787710267,128613117.0,Upper middle income,Latin America & Caribbean
MEX,2021,5.89244318,4.24952983856201,49.8060368026137,11.3639250657102,38.4421117369035,69.75,11.5,9.349511,430.06512,10314.0506741437,83.0692976202276,11.4047335537777,127648148.0,Upper middle income,Latin America & Caribbean
MEX,2020,6.0537405,4.50059986114502,50.3089773441429,11.2522495542144,39.0567277899285,70.449,11.8,9.22,430.06512,8841.27075003163,76.8545557087923,12.1968302786958,126799054.0,Upper middle income,Latin America & Caribbean
MEX,2019,5.29685831,4.13945007324219,50.7872946012451,11.0597076431255,39.7275869581195,74.53,12.2,9.075,429.5043,10369.5553568761,77.4619722694466,11.1079031030718,125762982.0,Upper middle income,Latin America & Caribbean
MEX,2018,5.23821402,4.13945007324219,51.2690018964587,10.8069963878908,40.4620055085679,74.301,12.6,8.93,429.5043,10084.7937562021,80.2126616568975,11.256296772473,124573711.0,Upper middle income,Latin America & Caribbean
MEX,2017,5.3117938,4.39752006530762,51.8182577831981,10.5755380742914,41.2427197089067,74.261,13.0,8.74,430.0,9649.27816772402,76.9521260407254,11.2156675514112,123400057.0,Upper middle income,Latin America & Caribbean
MEX,2016,5.38499022,4.75795984268188,52.3968518760979,10.3654082091867,42.0314436669112,74.376,13.5,8.6,433.9057,9097.92397674769,75.6903034088551,11.5736804911904,122251351.0,Upper middle income,Latin America & Caribbean
MEX,2015,5.52738619,5.05087995529175,52.97209888579,10.1739429054871,42.7981559803029,74.431,13.9,8.6,433.9057,10021.2386118827,70.412974676264,11.901246126141,121072306.0,Upper middle income,Latin America & Caribbean
MEX,2014,5.35336781,5.06808996200562,53.513139465276,10.0005574873953,43.5125819778807,74.404,14.3,8.4,433.9057,11391.3773497683,64.0984090351215,11.7538929143727,119784261.0,Upper middle income,Latin America & Caribbean
MEX,2013,5.5773263,4.50858020782471,54.027488950612,9.84799296945748,44.1794959811545,74.289,14.8,8.36,433.9057,11216.8008505428,62.6916747735807,11.7127320792546,118343573.0,Upper middle income,Latin America & Caribbean
MEX,2012,5.42140484,4.88348007202148,54.5632141554873,9.71157852756685,44.8516356279204,74.128,15.2,8.49,433.9057,10744.1335242686,64.2579318900113,11.4486765368681,116818208.0,Upper middle income,Latin America & Caribbean
MEX,2011,5.30093002,4.90405988693237,55.1794320737435,9.59520769207681,45.5842243816667,73.921,15.7,8.25,433.9057,10664.4944032313,62.1623872764498,11.3282462816794,115243504.0,Upper middle income,Latin America & Caribbean
MEX,2010,5.4897337,4.93695020675659,55.9321268636884,9.50796289480529,46.4241639688831,73.718,16.2,8.01,433.9057,9728.80078377082,59.2733845293851,11.2739649249476,113623895.0,Upper middle income,Latin America & Caribbean
MEX,2009,5.84786463,4.94933986663818,56.7944957043171,9.44189266211272,47.3526030422044,73.628,16.8,8.14,433.9057,8423.56933214711,54.5917421313503,11.3834438576777,111999721.0,Upper middle income,Latin America & Caribbean
MEX,2008,5.44587374,4.60609006881714,57.7194070815135,9.38622369273309,48.3331833887804,73.695,17.3,7.95,433.9057,10523.7685403244,56.3652818862573,10.2592375010335,110374288.0,Upper middle income,Latin America & Caribbean
MEX,2007,5.50668049,4.47921991348267,58.6888542638054,9.33108070423633,49.357773559569,73.796,17.9,7.88,433.9057,10134.3327138119,55.2585243944498,9.94789283371053,108774360.0,Upper middle income,Latin America & Caribbean
MEX,2006,5.40647888,4.4931697845459,59.6732082754969,9.24644652535731,50.4267617501396,73.746,18.5,7.87,433.9057,9512.63575346699,54.4821160886169,9.89214269664029,107253666.0,Upper middle income,Latin America & Caribbean
MEX,2005,5.58110142,4.63395023345947,60.6344937397539,9.12014765593337,51.5143460838206,73.627,19.2,7.49,433.9057,8671.75891885163,52.5626446517886,10.0762299851121,105811504.0,Upper middle income,Latin America & Caribbean
MEX,2004,5.6835022,4.51204013824463,61.5479972392309,8.96909977872096,52.5788974605099,73.432,20.0,7.29,433.9057,7849.66759649565,52.0406200335632,10.0161818460585,104394131.0,Upper middle income,Latin America & Caribbean
MEX,2003,5.53978777,4.83262014389038,62.3840117468188,8.79951433581514,53.5844974110036,73.308,20.8,7.1324997,433.9057,7434.0746485155,48.700416880838,10.4980403682373,102978515.0,Upper middle income,Latin America & Caribbean
MEX,2002,4.83042812,4.24307012557983,63.180962136667,8.61863941357158,54.5623227230954,73.106,21.7,6.975,433.9057,7983.03398483743,45.2098292538764,9.83812245672762,101548624.0,Upper middle income,Latin America & Caribbean
MEX,2001,4.58201361,4.0313401222229,63.9944301026757,8.43383925933879,55.5605908433369,72.912,22.7,6.8174996,433.9057,7952.7647961764,44.7401090063015,9.35531059664665,100099099.0,Upper middle income,Latin America & Caribbean
MEX,2000,4.24436522,3.80870008468628,64.8374720830817,8.26512261883683,56.5723494642449,72.562,23.7,6.66,433.9057,7524.02713693678,49.9104091943629,9.03701601574593,98625552.0,Upper middle income,Latin America & Caribbean
MNG,2022,8.85170174,4.18056726455688,60.0028703844358,7.38630062430861,52.6165697601272,71.9007317073171,11.6,9.42,434.61868,4993.51487463495,136.327929944516,13.9186983764226,3433748.0,Upper middle income,East Asia & Pacific
MNG,2021,7.21042728,3.34389615058899,59.6313854511985,7.07951659675967,52.5518688544389,71.6451219512195,11.8,9.42,434.61868,4517.61578018785,119.098078437771,14.9127365231555,3383741.0,Upper middle income,East Asia & Pacific
MNG,2020,4.6662488,4.66345500946045,58.9121466009596,6.8433108631548,52.0688357378048,71.3490243902439,12.2,9.42,434.61868,4001.25193077703,112.838647629317,15.8102434127387,3327204.0,Upper middle income,East Asia & Pacific
MNG,2019,4.49497986,3.65236973762512,57.4288259442459,6.57133593267847,50.8574900115674,71.0531707317073,12.8,10.1620245,434.61868,4347.54610314873,124.396514621165,13.1079648639038,3267673.0,Upper middle income,East Asia & Pacific
MNG,2018,4.53449297,3.99742722511292,55.4120963362594,6.29352844605294,49.1185678902065,70.8270731707317,13.5,10.90405,434.61868,4107.64288528468,126.355873241513,12.6929848143572,3208189.0,Upper middle income,East Asia & Pacific
MNG,2017,4.33954191,4.31822395324707,53.5127010854887,6.06988351447562,47.4428175710131,70.5434146341463,14.2,10.796043,435.0,3645.96708669551,115.932901867963,13.9288663463462,3148917.0,Upper middle income,East Asia & Pacific
MNG,2016,4.58008575,5.20043277740479,51.7262924597998,5.89476021314387,45.8315322466559,70.2239024390244,15.0,10.688038,435.0,3619.90026383792,101.055237224997,15.9552953447701,3088856.0,Upper middle income,East Asia & Pacific
MNG,2015,4.23154545,4.38715648651123,50.0825069416898,5.760214200714,44.3222927409758,70.810243902439,15.7,10.580031,435.0,3838.92126989984,89.653663477814,14.87177395106,3026864.0,Upper middle income,East Asia & Pacific
MNG,2014,4.20989752,5.42825603485107,48.6804175336851,5.6613818472298,43.0190356864553,70.5831707317073,16.5,10.472025,435.0,4126.23975800524,109.322311877187,13.0170100980658,2963113.0,Upper middle income,East Asia & Pacific
MNG,2013,4.08932018,5.24104022979736,47.5860682131157,5.59735476267446,41.9887134504413,70.0980487804878,17.3,10.364018,435.0,4340.14310544449,100.311989662943,13.4571255187117,2899011.0,Upper middle income,East Asia & Pacific
MNG,2012,3.85800076,5.96198511123657,46.8940830192974,5.56729508345123,41.3267879358461,69.500243902439,18.2,10.256013,435.0,4328.89001905655,109.588564338415,13.5268117672589,2839705.0,Upper middle income,East Asia & Pacific
MNG,2011,3.58612084,4.60902976989746,46.6487262591356,5.56801758321342,41.0807086759221,69.109268292683,19.4,10.148006,435.0,3736.04201455077,126.999228633482,12.2552375580087,2786317.0,Upper middle income,East Asia & Pacific
MNG,2010,3.73945642,4.64510011672974,46.4948711694247,5.56602219283718,40.9288489765875,68.5056097560976,20.8,10.04,435.0,2625.21881402433,103.350031656557,12.688125697708,2738622.0,Upper middle income,East Asia & Pacific
MNG,2009,4.45980072,5.14484977722168,46.4101397882339,5.54392497331434,40.8662148149196,67.9690243902439,22.5,9.94,435.0,1703.32756790019,107.813757166177,14.1140534152111,2691115.0,Upper middle income,East Asia & Pacific
MNG,2008,4.55693007,4.69013023376465,46.7362412620023,5.51482017711377,41.2214210848885,67.2460975609756,24.4,9.84,435.0,2127.42678594737,121.198013401183,14.6422131141497,2643201.0,Upper middle income,East Asia & Pacific
MNG,2007,4.07522774,4.69013023376465,47.5020153723875,5.47892164254834,42.0230937298392,66.5934146341464,26.6,9.74,435.0,1627.68787743359,117.880426425377,13.0711686834879,2601850.0,Upper middle income,East Asia & Pacific
MNG,2006,3.74971509,4.32572984695435,48.6916914180332,5.44197986219551,43.2497115558377,65.9021951219512,28.9,9.64,435.0,1329.89179579053,112.929983096983,11.6832883313395,2567168.0,Upper middle income,East Asia & Pacific
MNG,2005,3.86456275,4.32572984695435,50.301413827289,5.4133010813921,44.8881127458969,65.2807317073171,31.5,9.54,435.0,994.90010913241,122.381459889773,12.138897877692,2536407.0,Upper middle income,East Asia & Pacific
MNG,2004,4.30204487,4.32572984695435,52.3149219210631,5.40459140703606,46.910330514027,64.630243902439,34.4,9.44,435.0,794.154552001815,131.329318233554,14.467720874519,2508412.0,Upper middle income,East Asia & Pacific
MNG,2003,4.29768944,7.21078014373779,54.6740050910007,5.42318787438872,49.250817216612,63.5753658536585,37.4,9.34,435.0,643.168068921658,120.299393514881,14.2425297746318,2480374.0,Upper middle income,East Asia & Pacific
MNG,2002,5.49190998,7.21078014373779,57.2868846352447,5.46625528886788,51.8206293463769,63.540243902439,40.6,9.24,435.0,570.249213248399,118.517253113943,16.1226344161819,2449027.0,Upper middle income,East Asia & Pacific
MNG,2001,5.4423995,4.93606424331665,60.0556081479177,5.52380889333166,54.531799254586,63.3917073170732,44.0,9.14,435.0,524.453483552485,115.81832687888,16.7913060350209,2417751.0,Upper middle income,East Asia & Pacific
MNG,2000,6.07605076,5.55037021636963,62.8796894489998,5.58133856919846,57.2983508798013,63.2104878048781,47.4,9.04,435.0,476.02755082717,121.886609754208,15.3072305276316,2388299.0,Upper middle income,East Asia & Pacific
MAR,2022,5.68049145,5.91224670410156,51.3182365864151,11.3637166992227,39.9545198871923,75.161,16.0,6.198,380.4052,3455.39624023438,101.132382053244,19.0589963008001,37329064.0,Lower middle income,Middle East & North Africa
MAR,2021,5.522717,5.64273405075073,51.3907036633908,10.9280093253657,40.4626943380251,73.385,16.6,6.198,380.4052,3785.93627929688,75.5234171756506,18.9738383456202,36954442.0,Lower middle income,Middle East & North Africa
MAR,2020,5.59079361,6.28428268432617,51.445532015848,10.5565430212111,40.888988994637,73.133,17.3,6.05,380.4052,3268.0302734375,68.8438033904364,19.4049859563358,36584208.0,Lower middle income,Middle East & North Africa
MAR,2019,4.9953146,5.00325679779053,51.4045655561766,10.1746908680514,41.2298746881252,74.245,18.0,5.916,367.3241,3508.09765625,75.9981158798422,18.1789365690301,36210898.0,Lower middle income,Middle East & North Africa
MAR,2018,4.94516659,4.96022701263428,51.2665088515347,9.76951835349017,41.4969904980445,73.946,18.7,5.782,367.3241,3501.69799804688,77.2548875243989,17.9957615100603,35839760.0,Lower middle income,Middle East & North Africa
MAR,2017,4.98920393,4.73564958572388,51.1556180708406,9.39497272205666,41.7606453487839,73.608,19.6,5.648,367.0,3296.52661132813,74.1733578786573,17.9819739836974,35446392.0,Lower middle income,Middle East & North Africa
MAR,2016,5.09203386,5.08530187606812,51.1432000019679,9.06185803116272,42.0813419708051,73.228,20.5,5.514,373.51624,3140.85546875,71.1226603816864,18.3617257132517,35023457.0,Lower middle income,Middle East & North Africa
MAR,2015,5.10435581,5.13336896896362,51.215660270365,8.77374122431438,42.4419190460506,72.894,21.6,5.38,373.51624,3146.24780273438,67.2886759253849,18.1564372764046,34607588.0,Lower middle income,Middle East & North Africa
MAR,2014,5.41626596,5.48276042938232,51.3322745978475,8.52823158212821,42.8040430157193,72.522,22.7,5.152,373.51624,3435.40698242188,71.8935667539398,19.1051211538423,34204780.0,Lower middle income,Middle East & North Africa
MAR,2013,5.25540543,5.55294847488403,51.5336269622414,8.32845451767268,43.2051724445687,72.117,24.0,4.924,373.51624,3379.7431640625,73.8577565315318,18.3285750203973,33787571.0,Lower middle income,Middle East & North Africa
MAR,2012,5.39619017,5.55294847488403,51.7973785639985,8.15746983563723,43.6399087283613,71.674,25.3,4.696,373.51624,3164.17724609375,78.2221018956072,18.2279591190152,33355241.0,Lower middle income,Middle East & North Africa
MAR,2011,5.37019396,4.83119010925293,52.0610436194687,7.99989336697294,44.0611502524957,71.263,26.7,4.468,373.51624,3301.98876953125,76.8258714906247,17.2210400602812,32912588.0,Lower middle income,Middle East & North Africa
MAR,2010,5.41861057,4.83119010925293,52.3621899992693,7.86509877961545,44.4970912196539,70.821,28.2,4.24,373.51624,3067.9853515625,69.541979610144,16.5869372261684,32467016.0,Lower middle income,Middle East & North Africa
MAR,2009,5.27312183,4.83119010925293,52.795415581033,7.75805006683146,45.0373655142016,70.454,29.7,4.15,373.51624,3119.58862304688,62.3709560152269,16.7508457194611,32030778.0,Lower middle income,Middle East & North Africa
MAR,2008,4.83789158,4.85339021682739,53.400034148467,7.66540384639092,45.7346303020761,70.051,31.4,4.06,373.51624,3183.20043945313,77.8344716425602,15.2331473156845,31606767.0,Lower middle income,Middle East & North Africa
MAR,2007,4.80759001,4.85339021682739,54.1573061144755,7.56544345784894,46.5918626566265,69.62,33.1,3.97,373.51624,2755.5859375,71.3496467796657,15.9218030895099,31186468.0,Lower middle income,Middle East & North Africa
MAR,2006,4.56586647,4.85339021682739,55.0741290970672,7.46401619159877,47.6101129054684,69.157,34.9,3.88,373.51624,2438.12646484375,64.6721977787154,16.1386944575568,30771178.0,Lower middle income,Middle East & North Africa
MAR,2005,4.37350655,4.85339021682739,56.1916489979919,7.39291136713611,48.7987376308558,68.748,36.7,3.79,373.51624,2242.98828125,61.4938276863235,16.7934779654902,30358144.0,Lower middle income,Middle East & North Africa
MAR,2004,4.23211098,4.85339021682739,57.4496732210295,7.3454252310834,50.1042479899461,68.272,38.5,3.684,373.51624,2183.55541992188,55.5516384744536,16.147933012371,29953018.0,Lower middle income,Middle East & North Africa
MAR,2003,4.08037519,4.85339021682739,58.6812379549291,7.2800563004357,51.4011816544934,67.958,40.2,3.578,373.51624,1941.87255859375,52.3318582669923,15.6322916129518,29571415.0,Lower middle income,Middle East & North Africa
MAR,2002,4.06117535,4.85339021682739,59.8593006334937,7.18976795987014,52.6695326736236,67.582,41.9,3.472,373.51624,1596.02062988281,54.31012791421,15.8265248737495,29198142.0,Lower middle income,Middle East & North Africa
MAR,2001,3.81601191,4.85339021682739,61.0419023199319,7.09940071997213,53.9425015999598,67.2,43.5,3.366,373.51624,1506.24523925781,53.4915710187871,16.1030818469656,28814643.0,Lower middle income,Middle East & North Africa
MAR,2000,3.69304585,4.85339021682739,62.2276807795302,7.01342171942158,55.2142590601087,66.794,45.2,3.26,373.51624,1499.107421875,53.4403058388785,15.9016441146066,28423435.0,Lower middle income,Middle East & North Africa
MMR,2022,5.20476246,1.99976003170013,46.2100569537985,10.0551015849372,36.1549553688613,66.506,35.2,6.38,424.6313,1158.05005034332,,,53756787.0,Lower middle income,East Asia & Pacific
MMR,2021,5.83599281,1.99976003170013,46.2474842232341,9.77876504980327,36.4687191734309,65.553,36.4,6.38,424.6313,1242.72134419599,,,53387102.0,Lower middle income,East Asia & Pacific
MMR,2020,4.38807583,1.99976003170013,46.3134094770448,9.52180829627169,36.7916011807731,66.612,37.6,6.38,424.6313,1490.21683548367,,,53016522.0,Lower middle income,East Asia & Pacific
MMR,2019,4.07903337,1.99976003170013,46.396472048483,9.2496984715653,37.1467735769177,66.457,38.9,6.38,424.6313,1425.98954211903,,,52640713.0,Lower middle income,East Asia & Pacific
MMR,2018,4.89992189,1.99249005317688,46.5323258218492,8.9820200486398,37.5503057732094,66.232,40.2,5.8697834,424.6313,1298.21310320785,,,52272247.0,Lower middle income,East Asia & Pacific
MMR,2017,5.08065701,2.16652989387512,46.756347215943,8.73391472047782,38.0224324954652,65.909,41.6,5.3595667,425.0,1272.82241830603,,,51894938.0,Lower middle income,East Asia & Pacific
